category,status,stage,copy_relative_path,source_path,purpose,sha256
project_script_current,CURRENT_REVIEW_SNAPSHOT,2.5A,01_项目脚本当前快照\scripts\21b_build_stage2_global_backbone_manifest.py,C:\SH\fga_cyclic_peptide_design\scripts\21b_build_stage2_global_backbone_manifest.py,Stage 2.5A：合并多批 Stage 2 结果，建立 global_backbone_id，并审计 PDB 与原子坐标重复。,0a986bbc5e38f0b41d17c40fd8a311db02bcb398d3c7de724a1c795664d05ac1
project_script_current,CURRENT_REVIEW_SNAPSHOT,2.5B,01_项目脚本当前快照\scripts\21c_cluster_stage2_backbone_families.py,C:\SH\fga_cyclic_peptide_design\scripts\21c_cluster_stage2_backbone_families.py,Stage 2.5B：在 target 对齐坐标系中建立 backbone family，并做批次和长度平衡筛选。,9433052e3b7a76c17d9e14f573129b7ef618ec05037d6d58167c1c1bb1cf0b58
project_script_current,CURRENT_REVIEW_SNAPSHOT,22,01_项目脚本当前快照\scripts\22_prepare_proteinmpnn_jobs.py,C:\SH\fga_cyclic_peptide_design\scripts\22_prepare_proteinmpnn_jobs.py,Stage 3A：从 Stage 2 pass backbone 准备 ProteinMPNN/可选 FastRelax jobs。,6d509cadecb8fe220a0ee3711d6d7a35def8a9de6dc8b15b9ca38f88f083d682
project_script_current,CURRENT_REVIEW_SNAPSHOT,23,01_项目脚本当前快照\scripts\23_collect_proteinmpnn_sequences.py,C:\SH\fga_cyclic_peptide_design\scripts\23_collect_proteinmpnn_sequences.py,Stage 3C：收集 ProteinMPNN 输出并检查序列、位点接触、宏环几何和 clash。,0e35296d0e7ce804d6be3fe3bdae37797d2dc90dd3d3555ba736150f64f1a0ba
project_script_current,CURRENT_REVIEW_SNAPSHOT,24,01_项目脚本当前快照\scripts\24_stage3d1_sidechain_repack.py,C:\SH\fga_cyclic_peptide_design\scripts\24_stage3d1_sidechain_repack.py,Stage 3D-1：PyRosetta side-chain repack-only，不移动 backbone。,d0fc5395efca330f53dbf8a360f2fb9c8fba1d1334f72a3703dbf2234fa747c4
project_script_current,CURRENT_REVIEW_SNAPSHOT,25,01_项目脚本当前快照\scripts\25_stage4_rosetta_interface_scoring.py,C:\SH\fga_cyclic_peptide_design\scripts\25_stage4_rosetta_interface_scoring.py,Stage 4A-v2：score-only Rosetta interface proxy、序列性质与 validation priority 排名。,2df8e3defce2d8f00932e7af6ca8acebd3442eab95d6eeda342688abe0ef0f80
project_script_current,CURRENT_REVIEW_SNAPSHOT,26,01_项目脚本当前快照\scripts\26_prepare_afcycdesign_jobs.py,C:\SH\fga_cyclic_peptide_design\scripts\26_prepare_afcycdesign_jobs.py,Stage 5A：合并候选并准备 sequence-based AfCycDesign independent-recovery jobs。,51823db757e39e2cedf94c54c01e5295a54eaa2272b166b25f7ff1efb166d49b
project_script_current,CURRENT_REVIEW_SNAPSHOT,27,01_项目脚本当前快照\scripts\27_collect_afcycdesign_validation.py,C:\SH\fga_cyclic_peptide_design\scripts\27_collect_afcycdesign_validation.py,收集和解析 Stage 5A independent-recovery 预测。,dc5ffa70e7adef6b705d82935e1488b7fb3b2b642b683d02bf779fe41840033d
project_script_current,CURRENT_REVIEW_SNAPSHOT,28,01_项目脚本当前快照\scripts\28_prepare_stage5_target_controls.py,C:\SH\fga_cyclic_peptide_design\scripts\28_prepare_stage5_target_controls.py,准备 target-only single-sequence/MLM/MSA 诊断控制。,1f5b809e8b1750a7a13c927754c4075171e86a6e8fa30b38350f8f91bf97f644
project_script_current,CURRENT_REVIEW_SNAPSHOT,29,01_项目脚本当前快照\scripts\29_collect_stage5_target_controls.py,C:\SH\fga_cyclic_peptide_design\scripts\29_collect_stage5_target_controls.py,收集 target-only recovery control 结果。,7c8d53e22c7905438f9f691f86282953ce304cbf61e9c60a2c177fd2582bc4e2
project_script_current,CURRENT_REVIEW_SNAPSHOT,30,01_项目脚本当前快照\scripts\30_prepare_stage5b_target_conditioned_jobs.py,C:\SH\fga_cyclic_peptide_design\scripts\30_prepare_stage5b_target_conditioned_jobs.py,准备 Stage 5B target-structure-conditioned recovery jobs。,dccc393c3587031a3815f4623fbfa4c94e8425432ef6a956ae603ca1c61d89bd
project_script_current,CURRENT_REVIEW_SNAPSHOT,31,01_项目脚本当前快照\scripts\31_collect_stage5b_validation.py,C:\SH\fga_cyclic_peptide_design\scripts\31_collect_stage5b_validation.py,收集 Stage 5B 结果，计算 target/peptide recovery，并核验 reference 是否真实命中 Site_2。,734d3a8cddd188c5f80e51601aee728bf559c0406dc136b27292a605bcd3fa41
project_script_current,CURRENT_REVIEW_SNAPSHOT,helper,01_项目脚本当前快照\scripts\common.py,C:\SH\fga_cyclic_peptide_design\scripts\common.py,项目路径、CSV/Markdown、日志、活跃路线配置、manifest 和 provenance 公共函数。,23c77a86459f63c59332f1e0ab68d12b3f0ea421b6625b8432c0f526fc0506bd
project_script_current,CURRENT_REVIEW_SNAPSHOT,external,01_项目脚本当前快照\scripts\external\run_afcycdesign_independent_recovery.py,C:\SH\fga_cyclic_peptide_design\scripts\external\run_afcycdesign_independent_recovery.py,执行单个 Stage 5A AfCycDesign independent-recovery seed job。,252a7d1eaa37cf79fed7428a711fd7eb78da96ecb85c6082155c518bd4012e2e
project_script_current,CURRENT_REVIEW_SNAPSHOT,external,01_项目脚本当前快照\scripts\external\run_afcycdesign_target_conditioned_recovery.py,C:\SH\fga_cyclic_peptide_design\scripts\external\run_afcycdesign_target_conditioned_recovery.py,执行单个 Stage 5B target-only-template conditioned seed job。,238c4cfe44dd6354aea5fcfc542a7029b2d663d403141a738c2ca40240283293
project_script_current,CURRENT_REVIEW_SNAPSHOT,external,01_项目脚本当前快照\scripts\external\run_afcycdesign_target_recovery_control.py,C:\SH\fga_cyclic_peptide_design\scripts\external\run_afcycdesign_target_recovery_control.py,执行单个 target-only recovery control。,502385f06c05fdffd2fdbda3dfd3347d9875a3ecde5937c535ec2ea2e64093b2
project_script_current,CURRENT_REVIEW_SNAPSHOT,external,01_项目脚本当前快照\scripts\external\run_boltz_batch.sh,C:\SH\fga_cyclic_peptide_design\scripts\external\run_boltz_batch.sh,批量运行 Boltz 预测。,ce057226364c1766a3da72e7948736d8cca57f51810337d990c2be59dc50aa6a
project_script_current,CURRENT_REVIEW_SNAPSHOT,external,01_项目脚本当前快照\scripts\external\run_colabdesign_chunk_batch.sh,C:\SH\fga_cyclic_peptide_design\scripts\external\run_colabdesign_chunk_batch.sh,旧 ColabDesign 路线分块批处理 runner。,0a3dadf087d49e476c44268c76584947a71f4139e0faa05b47ba5ae15f1df5ae
project_script_current,CURRENT_REVIEW_SNAPSHOT,external,01_项目脚本当前快照\scripts\external\run_colabdesign_cyclic_binder.py,C:\SH\fga_cyclic_peptide_design\scripts\external\run_colabdesign_cyclic_binder.py,旧 ColabDesign cyclic binder 生成 runner。,5c0f15e46ab20aa9e5a9914eefb03f355f5c1de098e9aa6a229f4d68e19c347a
project_script_current,CURRENT_REVIEW_SNAPSHOT,external,01_项目脚本当前快照\scripts\external\run_colabdesign_safe_batch.sh,C:\SH\fga_cyclic_peptide_design\scripts\external\run_colabdesign_safe_batch.sh,旧 ColabDesign 安全批处理封装。,b1242e58a4dcfc973b7ab2de931e5147751617eb9bca8e3deca12ed06538a03b
project_script_current,CURRENT_REVIEW_SNAPSHOT,external,01_项目脚本当前快照\scripts\external\run_colabfold_batch.sh,C:\SH\fga_cyclic_peptide_design\scripts\external\run_colabfold_batch.sh,批量运行 ColabFold。,e944d478a591495a9adc8fd23ef689235fb76b61987c029e735582d356ce6c77
project_script_current,CURRENT_REVIEW_SNAPSHOT,helper,01_项目脚本当前快照\scripts\pdb_utils.py,C:\SH\fga_cyclic_peptide_design\scripts\pdb_utils.py,PDB residue/atom 解析、坐标和距离公共函数。,1bbcdb8baa85b375571b10a109331a52b0d7b0c56798c407d1cedbae04c7dd1f
project_script_current,CURRENT_REVIEW_SNAPSHOT,helper,01_项目脚本当前快照\scripts\ranking.py,C:\SH\fga_cyclic_peptide_design\scripts\ranking.py,旧路线候选综合排序辅助函数。,bcda5cbc33c02d746d9869f6534f5a1a112b72aa0b92f2dedf51e21ae1acb010
project_script_current,CURRENT_REVIEW_SNAPSHOT,helper,01_项目脚本当前快照\scripts\region_utils.py,C:\SH\fga_cyclic_peptide_design\scripts\region_utils.py,FGA 区域定义与序列切片辅助函数。,6533e2d89987598a1f7f7b80cad21894dff9b82f7e187c2b810a098fe0f9f3ad
project_script_current,CURRENT_REVIEW_SNAPSHOT,helper,01_项目脚本当前快照\scripts\sequence_filters.py,C:\SH\fga_cyclic_peptide_design\scripts\sequence_filters.py,旧路线序列硬过滤辅助函数。,52861f9c0268772e4c27790035e93ca8885a097e461786eac696722befe92e2c
rfpeptides_nonruntime_reference,NON_RUNTIME_REFERENCE,Stage1_runtime,02_RFdiffusion关键运行文件\本地参考副本_rfd_macro_非N20实际推理包\config\inference\base.yaml,C:\SH\peptide_str\rfd_macro\config\inference\base.yaml,本地可见 RFdiffusion 副本；旧 N20 inference 未实际导入此副本，仅用于与 home runtime 比较。,88442a7c977b7a8284ef9b4b0bea9dfe50b34aa6c4263ee1383e68b0a3f797ae
rfpeptides_nonruntime_reference,NON_RUNTIME_REFERENCE,Stage1_runtime,02_RFdiffusion关键运行文件\本地参考副本_rfd_macro_非N20实际推理包\rfdiffusion\contigs.py,C:\SH\peptide_str\rfd_macro\rfdiffusion\contigs.py,本地可见 RFdiffusion 副本；旧 N20 inference 未实际导入此副本，仅用于与 home runtime 比较。,fe7283a3661a537020d7ec3cbfc4ffb9f497fd5ce658dad523c93c0a6d85ff57
rfpeptides_nonruntime_reference,NON_RUNTIME_REFERENCE,Stage1_runtime,02_RFdiffusion关键运行文件\本地参考副本_rfd_macro_非N20实际推理包\rfdiffusion\inference\model_runners.py,C:\SH\peptide_str\rfd_macro\rfdiffusion\inference\model_runners.py,本地可见 RFdiffusion 副本；旧 N20 inference 未实际导入此副本，仅用于与 home runtime 比较。,35be19920675a44d8b8734b67a4053c42e4d1bb76e037aeffdf79663390250ce
rfpeptides_nonruntime_reference,NON_RUNTIME_REFERENCE,Stage1_runtime,02_RFdiffusion关键运行文件\本地参考副本_rfd_macro_非N20实际推理包\rfdiffusion\inference\utils.py,C:\SH\peptide_str\rfd_macro\rfdiffusion\inference\utils.py,本地可见 RFdiffusion 副本；旧 N20 inference 未实际导入此副本，仅用于与 home runtime 比较。,558a26351665d3a050ba85d736cffa80094db0f42bbbb429ba0442f494deed36
rfpeptides_nonruntime_reference,NON_RUNTIME_REFERENCE,Stage 1 runtime reference,02_RFdiffusion关键运行文件\本地参考副本_rfd_macro_非N20实际推理包\rfdiffusion\util.py,C:\SH\peptide_str\rfd_macro\rfdiffusion\util.py,本地参考副本的 PDB writer；不是旧 N20 实际导入的 util.py。,fcf2fff36e10ca78e3b4782c86b63a9372ae9a19b75d6ea670e65537d9d788d0
rfpeptides_nonruntime_reference,NON_RUNTIME_REFERENCE,Stage1_runtime,02_RFdiffusion关键运行文件\本地参考副本_rfd_macro_非N20实际推理包\scripts\run_inference.py,C:\SH\peptide_str\rfd_macro\scripts\run_inference.py,本地可见 RFdiffusion 副本；旧 N20 inference 未实际导入此副本，仅用于与 home runtime 比较。,d3355ae1cc3e48aa6083df41d559af5fd79830a188e98c0b0bc16e5738988df5
rfpeptides_actual_runtime,ACTUAL_RUNTIME_SNAPSHOT,Stage 1 runtime,02_RFdiffusion关键运行文件\实际运行时_home_RFdiffusion\config\inference\base.yaml,/home/luomi/fga_model_envs/rfpeptides/RFdiffusion/config/inference/base.yaml,实际 home runtime base inference 配置。,42d51416c82774e7d8bcb4bb6c4c1c58c230004c919662b532764c30cf0b1731
rfpeptides_actual_runtime,ACTUAL_RUNTIME_SNAPSHOT,Stage 1 runtime,02_RFdiffusion关键运行文件\实际运行时_home_RFdiffusion\rfdiffusion\contigs.py,/home/luomi/fga_model_envs/rfpeptides/RFdiffusion/rfdiffusion/contigs.py,实际 contig 与 receptor-local/complex-global mapping 实现。,17dbc8dc344af4ee74a19715782a64ce365d754ce1f9bb9839ce8a638f0340b2
rfpeptides_actual_runtime,ACTUAL_RUNTIME_SNAPSHOT,Stage 1 runtime,02_RFdiffusion关键运行文件\实际运行时_home_RFdiffusion\rfdiffusion\inference\model_runners.py,/home/luomi/fga_model_envs/rfpeptides/RFdiffusion/rfdiffusion/inference/model_runners.py,实际 sampler；分配 A=target/B=peptide 并硬校验 complex-global hotspots。,ffebaf0ffedc2710ed9ef983279a6da97f4f5465591cd9adf8d79e86bdca8e08
rfpeptides_actual_runtime,ACTUAL_RUNTIME_SNAPSHOT,Stage 1 runtime,02_RFdiffusion关键运行文件\实际运行时_home_RFdiffusion\rfdiffusion\inference\utils.py,/home/luomi/fga_model_envs/rfpeptides/RFdiffusion/rfdiffusion/inference/utils.py,实际 hotspot helper；修复 receptor-local index 加 binderlen。,6b3a3b2b60c58956731af1f58ae60e6d6028a9ca8519cc50d88712ba9d739a92
rfpeptides_actual_runtime,ACTUAL_RUNTIME_SNAPSHOT,Stage 1 runtime,02_RFdiffusion关键运行文件\实际运行时_home_RFdiffusion\rfdiffusion\util.py,/home/luomi/fga_model_envs/rfpeptides/RFdiffusion/rfdiffusion/util.py,实际 PDB writer；使用 chain_idx 和 idx_pdb。,fcf2fff36e10ca78e3b4782c86b63a9372ae9a19b75d6ea670e65537d9d788d0
rfpeptides_actual_runtime,ACTUAL_RUNTIME_SNAPSHOT,Stage 1 runtime,02_RFdiffusion关键运行文件\实际运行时_home_RFdiffusion\scripts\run_inference.py,/home/luomi/fga_model_envs/rfpeptides/RFdiffusion/scripts/run_inference.py,实际 Stage 1 inference 入口；写出 idx_pdb、runtime audit JSON/TRB 和 provenance。,d1432bbba91e646531213f1aa39152230cba230aba649616fb5718a829c59123
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260612\01_rfpeptides_jobs\run_rfpeptides_stage1_site2.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260612\01_rfpeptides_jobs\run_rfpeptides_stage1_site2.sh,生成并运行 RFpeptides Stage 1 backbone jobs。,057b1528023e83c7d7ea46e6c7ce3cd1fa79ccbd917b3d2f7348148e97daa522
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260615_fpocket\01_rfpeptides_jobs\run_rfpeptides_stage1_site2.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260615_fpocket\01_rfpeptides_jobs\run_rfpeptides_stage1_site2.sh,生成并运行 RFpeptides Stage 1 backbone jobs。,573f18e3456d5f5b4fac27a62176e165d9a9a9f664829201419fbb89f84b9ac4
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260615_fpocket_stage1_N1000_no_traj\01_rfpeptides_jobs\run_rfpeptides_stage1_site2_N1000_no_traj.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260615_fpocket_stage1_N1000_no_traj\01_rfpeptides_jobs\run_rfpeptides_stage1_site2_N1000_no_traj.sh,生成并运行 RFpeptides Stage 1 backbone jobs。,195e1c30fc383b2a04cc238e5fa1519bea2835786bdc4501345b76a62cd092ea
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260615_fpocket_stage1_N1000_no_traj\04_proteinmpnn_inputs\run_proteinmpnn_fastrelax_stage3_site2_0007.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260615_fpocket_stage1_N1000_no_traj\04_proteinmpnn_inputs\run_proteinmpnn_fastrelax_stage3_site2_0007.sh,运行 Stage 3B ProteinMPNN + ordinary FastRelax 实验分支。,804eec6827f340b10b43b43aa83875816e2f3a484734d1fffefc7b318a5362ba
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260615_fpocket_stage1_N1000_no_traj\04_proteinmpnn_inputs\run_stage3B_proteinmpnn_fastrelax_site2_0007.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260615_fpocket_stage1_N1000_no_traj\04_proteinmpnn_inputs\run_stage3B_proteinmpnn_fastrelax_site2_0007.sh,运行 Stage 3B ProteinMPNN + ordinary FastRelax 实验分支。,804eec6827f340b10b43b43aa83875816e2f3a484734d1fffefc7b318a5362ba
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260615_fpocket_stage1_N1000_no_traj\04_proteinmpnn_inputs\run_stage3B_proteinmpnn_only_site2_0007.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260615_fpocket_stage1_N1000_no_traj\04_proteinmpnn_inputs\run_stage3B_proteinmpnn_only_site2_0007.sh,运行 Stage 3B ProteinMPNN-only 序列生成。,8244b845f4742e7d06a94aa0e08b30c291d130f6d0c317f2c5ce3dcc37f569a7
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260623_stage1_N10000_L12_24_batch01\01_rfpeptides_jobs\run_rfpeptides_stage1_site2_N10000_L12_24_batch01.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260623_stage1_N10000_L12_24_batch01\01_rfpeptides_jobs\run_rfpeptides_stage1_site2_N10000_L12_24_batch01.sh,生成并运行 RFpeptides Stage 1 backbone jobs。,cc624ee7eb0b05037567c7bd2e96d504f5618633677386a9e747e96b7ce58af5
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260623_stage1_N10000_L12_24_batch01\04_proteinmpnn_inputs\run_stage3B_proteinmpnn_fastrelax_site2_batch01_top5.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260623_stage1_N10000_L12_24_batch01\04_proteinmpnn_inputs\run_stage3B_proteinmpnn_fastrelax_site2_batch01_top5.sh,运行 Stage 3B ProteinMPNN + ordinary FastRelax 实验分支。,026928278393b72b403b46e740f9c6cb30b286ae56248232e9df09d9f3469d80
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260623_stage1_N10000_L12_24_batch01\04_proteinmpnn_inputs\run_stage3B_proteinmpnn_only_site2_batch01_top5.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260623_stage1_N10000_L12_24_batch01\04_proteinmpnn_inputs\run_stage3B_proteinmpnn_only_site2_batch01_top5.sh,运行 Stage 3B ProteinMPNN-only 序列生成。,9a3990badd8c349e73af3b8c1680120dc61c9ed9ab400016c72dea5c7afdf256
archived_generated_script,ARCHIVED_INVALID_DO_NOT_RUN,pre_hotspot_fix,03_旧错误路线生成脚本\rfpeptides_article_route_clean_20260623_stage1_N10000_L12_24_batch02\01_rfpeptides_jobs\run_rfpeptides_stage1_site2_N10000_L12_24_batch02.sh,C:\SH\fga_cyclic_peptide_design\results\_archived_invalid_site2_hotspot_mapping_20260716\affected_results\rfpeptides_article_route_clean_20260623_stage1_N10000_L12_24_batch02\01_rfpeptides_jobs\run_rfpeptides_stage1_site2_N10000_L12_24_batch02.sh,生成并运行 RFpeptides Stage 1 backbone jobs。,81cfd51d9018cde4a0891fb66e3e70d64dc13e36f0d4ac9d6990654f6e4d8dae
